,box_name,channel_name,time,value,label
368,Box0,Magnet Z,2020-06-13 21:48:20,-73.19,T
369,Box0,Pressure,2020-06-13 21:48:20,1019.396,T
370,Box0,Approx. Altitude,2020-06-13 21:48:20,-51.049,T
371,Box0,Humidity,2020-06-13 21:48:20,34.107,T
372,Box0,Accel X,2020-06-13 21:48:20,0.22,T
373,Box0,Accel Y,2020-06-13 21:48:20,-0.85,T
374,Box0,Accel Z,2020-06-13 21:48:20,9.98,T
375,Box0,Magnet X,2020-06-13 21:48:20,46.062,T
376,Box0,Magnet Y,2020-06-13 21:48:20,21.687,T
377,Box0,Temperature,2020-06-13 21:48:20,23.44,T
378,Box0,G,2020-06-13 21:48:21,394.0,T
379,Box0,R,2020-06-13 21:48:21,569.0,T
380,Box0,Lumosity,2020-06-13 21:48:21,202.0,T
381,Box0,B,2020-06-13 21:48:21,321.0,T
382,Box0,Audio,2020-06-13 21:48:21,0.2,T
383,Box0,PIR,2020-06-13 21:48:21,1.0,T
384,Box0,Color Temp (K),2020-06-13 21:48:21,3540.0,T
385,Box0,C,2020-06-13 21:48:21,1290.0,T
386,Box0,Magnet Z,2020-06-13 21:48:21,-73.19,T
387,Box0,Pressure,2020-06-13 21:48:21,1019.376,T
388,Box0,Magnet Y,2020-06-13 21:48:21,21.25,T
389,Box0,Magnet X,2020-06-13 21:48:21,45.687,T
390,Box0,Accel Z,2020-06-13 21:48:21,9.98,T
391,Box0,Temperature,2020-06-13 21:48:21,23.44,T
392,Box0,Accel X,2020-06-13 21:48:21,0.2,T
393,Box0,Humidity,2020-06-13 21:48:21,34.119,T
394,Box0,Approx. Altitude,2020-06-13 21:48:21,-50.88,T
395,Box0,Accel Y,2020-06-13 21:48:21,-0.88,T
396,Box0,C,2020-06-13 21:48:22,1288.0,T
397,Box0,Audio,2020-06-13 21:48:22,0.215,T
398,Box0,Color Temp (K),2020-06-13 21:48:22,3544.0,T
399,Box0,Lumosity,2020-06-13 21:48:22,200.0,T
400,Box0,R,2020-06-13 21:48:22,568.0,T
401,Box0,G,2020-06-13 21:48:22,393.0,T
402,Box0,B,2020-06-13 21:48:22,321.0,T
403,Box0,PIR,2020-06-13 21:48:22,1.0,T
404,Box0,Temperature,2020-06-13 21:48:22,23.44,T
405,Box0,Approx. Altitude,2020-06-13 21:48:22,-51.149,T
406,Box0,Humidity,2020-06-13 21:48:22,34.142,T
407,Box0,Accel X,2020-06-13 21:48:22,0.2,T
408,Box0,Accel Y,2020-06-13 21:48:22,-0.89,T
409,Box0,Accel Z,2020-06-13 21:48:22,9.98,T
410,Box0,Magnet X,2020-06-13 21:48:22,46.062,T
411,Box0,Magnet Y,2020-06-13 21:48:22,21.25,T
412,Box0,Magnet Z,2020-06-13 21:48:22,-74.37,T
413,Box0,Pressure,2020-06-13 21:48:22,1019.409,T
414,Box0,G,2020-06-13 21:48:23,393.0,T
415,Box0,R,2020-06-13 21:48:23,568.0,T
416,Box0,Lumosity,2020-06-13 21:48:23,200.0,T
417,Box0,B,2020-06-13 21:48:23,321.0,T
418,Box0,Audio,2020-06-13 21:48:23,0.239,T
419,Box0,PIR,2020-06-13 21:48:23,1.0,T
420,Box0,Color Temp (K),2020-06-13 21:48:23,3544.0,T
421,Box0,C,2020-06-13 21:48:23,1289.0,T
422,Box0,Magnet Z,2020-06-13 21:48:23,-72.37,T
423,Box0,Pressure,2020-06-13 21:48:23,1019.361,T
424,Box0,Magnet Y,2020-06-13 21:48:23,21.25,T
425,Box0,Magnet X,2020-06-13 21:48:23,46.75,T
426,Box0,Accel Z,2020-06-13 21:48:23,9.97,T
427,Box0,Temperature,2020-06-13 21:48:23,23.44,T
428,Box0,Accel X,2020-06-13 21:48:23,0.21,T
429,Box0,Humidity,2020-06-13 21:48:23,34.176,T
430,Box0,Approx. Altitude,2020-06-13 21:48:23,-50.758,T
431,Box0,Accel Y,2020-06-13 21:48:23,-0.87,T
432,Box0,PIR,2020-06-13 21:48:24,1.0,T
433,Box0,Audio,2020-06-13 21:48:24,0.195,T
434,Box0,Color Temp (K),2020-06-13 21:48:24,3544.0,T
435,Box0,Lumosity,2020-06-13 21:48:24,200.0,T
436,Box0,R,2020-06-13 21:48:24,568.0,T
437,Box0,G,2020-06-13 21:48:24,393.0,T
438,Box0,C,2020-06-13 21:48:24,1288.0,T
439,Box0,B,2020-06-13 21:48:24,321.0,T
440,Box0,Magnet Z,2020-06-13 21:48:24,-74.37,T
441,Box0,Pressure,2020-06-13 21:48:24,1019.372,T
442,Box0,Magnet Y,2020-06-13 21:48:24,21.25,T
443,Box0,Magnet X,2020-06-13 21:48:24,45.687,T
444,Box0,Accel Z,2020-06-13 21:48:24,9.98,T
445,Box0,Temperature,2020-06-13 21:48:24,23.44,T
446,Box0,Accel X,2020-06-13 21:48:24,0.22,T
447,Box0,Humidity,2020-06-13 21:48:24,34.198,T
448,Box0,Approx. Altitude,2020-06-13 21:48:24,-50.853,T
449,Box0,Accel Y,2020-06-13 21:48:24,-0.87,T
450,Box0,PIR,2020-06-13 21:48:25,1.0,T
451,Box0,Audio,2020-06-13 21:48:25,0.249,T
452,Box0,Color Temp (K),2020-06-13 21:48:25,3544.0,T
453,Box0,Lumosity,2020-06-13 21:48:25,202.0,T
454,Box0,R,2020-06-13 21:48:25,568.0,T
455,Box0,G,2020-06-13 21:48:25,394.0,T
456,Box0,B,2020-06-13 21:48:25,321.0,T
